"","gdenr","gemeinde_f","value","pct_gde","top_names_table"
"30",40,"Trüllikon",29,2.65,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 29 $/td£  $td£ 2.65% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Peter $/td£ $td£ 28 $/td£  $td£ 2.56% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rüeger $/td£ $td£ 19 $/td£  $td£ 1.74% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Frei $/td£ $td£ 16 $/td£  $td£ 1.46% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 13 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Monhart $/td£ $td£ 13 $/td£  $td£ 1.19% $/td£ $/tr£¢ $/table£"
"31",41,"Truttikon",14,2.98,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Reutemann $/td£ $td£ 14 $/td£  $td£ 2.98% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 13 $/td£  $td£ 2.77% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schär $/td£ $td£ 12 $/td£  $td£ 2.55% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bucher $/td£ $td£ 8 $/td£  $td£ 1.7% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Monhart $/td£ $td£ 7 $/td£  $td£ 1.49% $/td£ $/tr£¢ $/table£"
"32",43,"Volken",31,8.07,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 31 $/td£  $td£ 8.07% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Erb $/td£ $td£ 22 $/td£  $td£ 5.73% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 12 $/td£  $td£ 3.13% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Ritzmann $/td£ $td£ 10 $/td£  $td£ 2.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Saller $/td£ $td£ 10 $/td£  $td£ 2.6% $/td£ $/tr£¢ $/table£"
"33",51,"Bachenbülach",44,1.02,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 44 $/td£  $td£ 1.02% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Maag $/td£ $td£ 38 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 32 $/td£  $td£ 0.74% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hiltebrand $/td£ $td£ 28 $/td£  $td£ 0.65% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Utzinger $/td£ $td£ 26 $/td£  $td£ 0.6% $/td£ $/tr£¢ $/table£"
"34",52,"Bassersdorf",84,0.69,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 84 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 69 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brunner $/td£ $td£ 60 $/td£  $td£ 0.49% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 58 $/td£  $td£ 0.48% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weber $/td£ $td£ 44 $/td£  $td£ 0.36% $/td£ $/tr£¢ $/table£"
"35",53,"Bülach",286,1.18,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 286 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 141 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Berisha $/td£ $td£ 85 $/td£  $td£ 0.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 84 $/td£  $td£ 0.35% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 74 $/td£  $td£ 0.31% $/td£ $/tr£¢ $/table£"
"36",54,"Dietlikon",45,0.56,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 45 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 41 $/td£  $td£ 0.51% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 40 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 35 $/td£  $td£ 0.44% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Huber $/td£ $td£ 30 $/td£  $td£ 0.37% $/td£ $/tr£¢ $/table£"
"37",55,"Eglisau",66,1.16,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 66 $/td£  $td£ 1.16% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 39 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 32 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gantner $/td£ $td£ 26 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schneider $/td£ $td£ 26 $/td£  $td£ 0.46% $/td£ $/tr£¢ $/table£"
"38",56,"Embrach",85,0.82,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 85 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 58 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keller $/td£ $td£ 50 $/td£  $td£ 0.49% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Berisha $/td£ $td£ 43 $/td£  $td£ 0.42% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weidmann $/td£ $td£ 42 $/td£  $td£ 0.41% $/td£ $/tr£¢ $/table£"
"39",57,"Freienstein-Teufen",64,2.69,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Lienhard $/td£ $td£ 64 $/td£  $td£ 2.69% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 49 $/td£  $td£ 2.06% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schneider $/td£ $td£ 29 $/td£  $td£ 1.22% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fritschi $/td£ $td£ 22 $/td£  $td£ 0.92% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bühler $/td£ $td£ 20 $/td£  $td£ 0.84% $/td£ $/tr£¢ $/table£"
"40",58,"Glattfelden",60,1.11,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 60 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 49 $/td£  $td£ 0.91% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 41 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 39 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schneider $/td£ $td£ 24 $/td£  $td£ 0.44% $/td£ $/tr£¢ $/table£"
"41",59,"Hochfelden",27,1.36,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 27 $/td£  $td£ 1.36% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 26 $/td£  $td£ 1.31% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 25 $/td£  $td£ 1.26% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Heidelberger $/td£ $td£ 19 $/td£  $td£ 0.96% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 17 $/td£  $td£ 0.86% $/td£ $/tr£¢ $/table£"
"42",60,"Höri",26,0.74,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Huber $/td£ $td£ 26 $/td£  $td£ 0.74% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 22 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Krasniqi $/td£ $td£ 21 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Maag $/td£ $td£ 20 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Iseni $/td£ $td£ 19 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kryeziu $/td£ $td£ 19 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Sabani $/td£ $td£ 19 $/td£  $td£ 0.54% $/td£ $/tr£
¢ $/table£"
"43",61,"Hüntwangen",38,3.43,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 38 $/td£  $td£ 3.43% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Demuth $/td£ $td£ 16 $/td£  $td£ 1.45% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sigrist $/td£ $td£ 15 $/td£  $td£ 1.36% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 12 $/td£  $td£ 1.08% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 12 $/td£  $td£ 1.08% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Spühler $/td£ $td£ 12 $/td£  $td£ 1.08% $/td£ $/tr£¢ $/table£"
"44",62,"Kloten",113,0.53,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 113 $/td£  $td£ 0.53% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 108 $/td£  $td£ 0.51% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 69 $/td£  $td£ 0.32% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brunner $/td£ $td£ 55 $/td£  $td£ 0.26% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 53 $/td£  $td£ 0.25% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Morina $/td£ $td£ 53 $/td£  $td£ 0.25% $/td£ $/tr£¢ $/table£"
"45",63,"Lufingen",31,1.09,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 31 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 25 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Krebser $/td£ $td£ 23 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Idrizi $/td£ $td£ 19 $/td£  $td£ 0.67% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weber $/td£ $td£ 15 $/td£  $td£ 0.53% $/td£ $/tr£¢ $/table£"
"46",64,"Nürensdorf",64,1.11,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 64 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 51 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brunner $/td£ $td£ 44 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 36 $/td£  $td£ 0.62% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Baumgartner $/td£ $td£ 32 $/td£  $td£ 0.55% $/td£ $/tr£¢ $/table£"
"47",65,"Oberembrach",29,2.62,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brunner $/td£ $td£ 29 $/td£  $td£ 2.62% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 28 $/td£  $td£ 2.53% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Huber $/td£ $td£ 20 $/td£  $td£ 1.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bosshard $/td£ $td£ 14 $/td£  $td£ 1.27% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Burri $/td£ $td£ 11 $/td£  $td£ 1% $/td£ $/tr£¢ $/table£"
"48",66,"Opfikon",94,0.44,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Krasniqi $/td£ $td£ 94 $/td£  $td£ 0.44% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 77 $/td£  $td£ 0.36% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bajrami $/td£ $td£ 72 $/td£  $td£ 0.33% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gashi $/td£ $td£ 65 $/td£  $td£ 0.3% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Shala $/td£ $td£ 51 $/td£  $td£ 0.24% $/td£ $/tr£¢ $/table£"
"49",67,"Rafz",100,2.1,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Neukom $/td£ $td£ 100 $/td£  $td£ 2.1% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schweizer $/td£ $td£ 93 $/td£  $td£ 1.95% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sigrist $/td£ $td£ 81 $/td£  $td£ 1.7% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Baur $/td£ $td£ 61 $/td£  $td£ 1.28% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Graf $/td£ $td£ 59 $/td£  $td£ 1.24% $/td£ $/tr£¢ $/table£"
"50",68,"Rorbas",34,1.13,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 34 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 23 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schneider $/td£ $td£ 23 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 22 $/td£  $td£ 0.73% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Shabani $/td£ $td£ 21 $/td£  $td£ 0.7% $/td£ $/tr£¢ $/table£"
"51",69,"Wallisellen",121,0.69,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 121 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 91 $/td£  $td£ 0.52% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keller $/td£ $td£ 67 $/td£  $td£ 0.38% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Huber $/td£ $td£ 58 $/td£  $td£ 0.33% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schmid $/td£ $td£ 54 $/td£  $td£ 0.31% $/td£ $/tr£¢ $/table£"
"52",70,"Wasterkingen",43,7.45,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Spühler $/td£ $td£ 43 $/td£  $td£ 7.45% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 10 $/td£  $td£ 1.73% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bernarda $/td£ $td£ 9 $/td£  $td£ 1.56% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brandenberger $/td£ $td£ 7 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Huwiler $/td£ $td£ 7 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Reimann $/td£ $td£ 7 $/td£  $td£ 1.21% $/td£ $/tr£¢ $/table£"
"53",71,"Wil (ZH)",68,4.31,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Angst $/td£ $td£ 68 $/td£  $td£ 4.31% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rüeger $/td£ $td£ 43 $/td£  $td£ 2.73% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Meier $/td£ $td£ 36 $/td£  $td£ 2.28% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Heller $/td£ $td£ 35 $/td£  $td£ 2.22% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Siegrist $/td£ $td£ 27 $/td£  $td£ 1.71% $/td£ $/tr£¢ $/table£"
"54",72,"Winkel",78,1.58,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 78 $/td£  $td£ 1.58% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schellenberg $/td£ $td£ 43 $/td£  $td£ 0.87% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 28 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 27 $/td£  $td£ 0.55% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Frei $/td£ $td£ 20 $/td£  $td£ 0.41% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hiltebrand $/td£ $td£ 20 $/td£  $td£ 0.41% $/td£ $/tr£¢ $/table£"
"55",81,"Bachs",17,2.62,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 17 $/td£  $td£ 2.62% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Wirth $/td£ $td£ 15 $/td£  $td£ 2.31% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Lang $/td£ $td£ 12 $/td£  $td£ 1.85% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schütz $/td£ $td£ 12 $/td£  $td£ 1.85% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ruder $/td£ $td£ 11 $/td£  $td£ 1.7% $/td£ $/tr£¢ $/table£"
"56",82,"Boppelsen",24,1.66,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Mäder $/td£ $td£ 24 $/td£  $td£ 1.66% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 21 $/td£  $td£ 1.45% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gassmann $/td£ $td£ 19 $/td£  $td£ 1.31% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schlatter $/td£ $td£ 16 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 15 $/td£  $td£ 1.04% $/td£ $/tr£¢ $/table£"
"57",83,"Buchs (ZH)",70,1.05,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 70 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 48 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 42 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 33 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Berisha $/td£ $td£ 29 $/td£  $td£ 0.44% $/td£ $/tr£¢ $/table£"
"58",84,"Dällikon",68,1.55,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 68 $/td£  $td£ 1.55% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ da Silva $/td£ $td£ 25 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Krasniqi $/td£ $td£ 23 $/td£  $td£ 0.52% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gomes $/td£ $td£ 20 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Huber $/td£ $td£ 20 $/td£  $td£ 0.46% $/td£ $/tr£¢ $/table£"
"59",85,"Dänikon",24,1.29,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 24 $/td£  $td£ 1.29% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Aydin $/td£ $td£ 16 $/td£  $td£ 0.86% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 15 $/td£  $td£ 0.8% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Widmer $/td£ $td£ 15 $/td£  $td£ 0.8% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Koller $/td£ $td£ 12 $/td£  $td£ 0.64% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Marthaler $/td£ $td£ 12 $/td£  $td£ 0.64% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Öztürk $/td£ $td£ 12 $/td£  $td£ 0.64% $/td£ $/tr£
¢ $/table£"
"60",86,"Dielsdorf",54,0.85,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 54 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 44 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keller $/td£ $td£ 28 $/td£  $td£ 0.44% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 28 $/td£  $td£ 0.44% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Krasniqi $/td£ $td£ 23 $/td£  $td£ 0.36% $/td£ $/tr£¢ $/table£"
