"","gdenr","gemeinde_d","value","pct_gde","top_names_table"
"30",37,"Ossingen",32,1.87,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 32 $/td£  $td£ 1.87% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Sigg $/td£ $td£ 30 $/td£  $td£ 1.76% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Neziraj $/td£ $td£ 23 $/td£  $td£ 1.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 18 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jucker $/td£ $td£ 14 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 14 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Widmer $/td£ $td£ 14 $/td£  $td£ 0.82% $/td£ $/tr£
¢ $/table£"
"31",38,"Rheinau",18,1.4,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 18 $/td£  $td£ 1.4% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Reutemann $/td£ $td£ 17 $/td£  $td£ 1.32% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Aregger $/td£ $td£ 14 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fischer $/td£ $td£ 11 $/td£  $td£ 0.86% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 11 $/td£  $td£ 0.86% $/td£ $/tr£¢ $/table£"
"32",39,"Thalheim an der Thur",20,2.05,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Frei $/td£ $td£ 20 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 14 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Eckhardt $/td£ $td£ 12 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Widmer $/td£ $td£ 12 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schleuss $/td£ $td£ 11 $/td£  $td£ 1.13% $/td£ $/tr£¢ $/table£"
"33",40,"Trüllikon",30,2.81,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 30 $/td£  $td£ 2.81% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Peter $/td£ $td£ 28 $/td£  $td£ 2.63% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rüeger $/td£ $td£ 19 $/td£  $td£ 1.78% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Frei $/td£ $td£ 16 $/td£  $td£ 1.5% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 13 $/td£  $td£ 1.22% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Monhart $/td£ $td£ 13 $/td£  $td£ 1.22% $/td£ $/tr£¢ $/table£"
"34",41,"Truttikon",14,3.01,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Reutemann $/td£ $td£ 14 $/td£  $td£ 3.01% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 13 $/td£  $td£ 2.8% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schär $/td£ $td£ 11 $/td£  $td£ 2.37% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bucher $/td£ $td£ 8 $/td£  $td£ 1.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Monhart $/td£ $td£ 7 $/td£  $td£ 1.51% $/td£ $/tr£¢ $/table£"
"35",43,"Volken",32,8.4,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 32 $/td£  $td£ 8.4% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Erb $/td£ $td£ 22 $/td£  $td£ 5.77% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 12 $/td£  $td£ 3.15% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Ritzmann $/td£ $td£ 10 $/td£  $td£ 2.62% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Saller $/td£ $td£ 10 $/td£  $td£ 2.62% $/td£ $/tr£¢ $/table£"
"36",51,"Bachenbülach",46,1.09,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 46 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Maag $/td£ $td£ 39 $/td£  $td£ 0.93% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 32 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hiltebrand $/td£ $td£ 28 $/td£  $td£ 0.67% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Utzinger $/td£ $td£ 27 $/td£  $td£ 0.64% $/td£ $/tr£¢ $/table£"
"37",52,"Bassersdorf",86,0.71,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 86 $/td£  $td£ 0.71% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 70 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brunner $/td£ $td£ 68 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 58 $/td£  $td£ 0.48% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Huber $/td£ $td£ 43 $/td£  $td£ 0.36% $/td£ $/tr£¢ $/table£"
"38",53,"Bülach",308,1.3,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 308 $/td£  $td£ 1.3% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 143 $/td£  $td£ 0.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 82 $/td£  $td£ 0.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Berisha $/td£ $td£ 70 $/td£  $td£ 0.3% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 69 $/td£  $td£ 0.29% $/td£ $/tr£¢ $/table£"
"39",54,"Dietlikon",45,0.57,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 45 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 42 $/td£  $td£ 0.53% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Meier $/td£ $td£ 38 $/td£  $td£ 0.48% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 38 $/td£  $td£ 0.48% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Huber $/td£ $td£ 34 $/td£  $td£ 0.43% $/td£ $/tr£¢ $/table£"
"40",55,"Eglisau",62,1.12,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 62 $/td£  $td£ 1.12% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 37 $/td£  $td£ 0.67% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 31 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schneider $/td£ $td£ 29 $/td£  $td£ 0.53% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gantner $/td£ $td£ 27 $/td£  $td£ 0.49% $/td£ $/tr£¢ $/table£"
"41",56,"Embrach",83,0.83,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 83 $/td£  $td£ 0.83% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 59 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keller $/td£ $td£ 49 $/td£  $td£ 0.49% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Berisha $/td£ $td£ 45 $/td£  $td£ 0.45% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weidmann $/td£ $td£ 42 $/td£  $td£ 0.42% $/td£ $/tr£¢ $/table£"
"42",57,"Freienstein-Teufen",66,2.76,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Lienhard $/td£ $td£ 66 $/td£  $td£ 2.76% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 50 $/td£  $td£ 2.09% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schneider $/td£ $td£ 33 $/td£  $td£ 1.38% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fritschi $/td£ $td£ 25 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bühler $/td£ $td£ 20 $/td£  $td£ 0.84% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 20 $/td£  $td£ 0.84% $/td£ $/tr£¢ $/table£"
"43",58,"Glattfelden",62,1.18,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 62 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 52 $/td£  $td£ 0.99% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 46 $/td£  $td£ 0.87% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 42 $/td£  $td£ 0.8% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Suter $/td£ $td£ 24 $/td£  $td£ 0.46% $/td£ $/tr£¢ $/table£"
"44",59,"Hochfelden",28,1.41,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 28 $/td£  $td£ 1.41% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 25 $/td£  $td£ 1.26% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 24 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Heidelberger $/td£ $td£ 19 $/td£  $td£ 0.96% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 17 $/td£  $td£ 0.85% $/td£ $/tr£¢ $/table£"
"45",60,"Höri",27,0.82,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Huber $/td£ $td£ 27 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 23 $/td£  $td£ 0.7% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Iseni $/td£ $td£ 20 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Maag $/td£ $td£ 20 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Krasniqi $/td£ $td£ 19 $/td£  $td£ 0.57% $/td£ $/tr£¢ $/table£"
"46",61,"Hüntwangen",40,3.66,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 40 $/td£  $td£ 3.66% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Demuth $/td£ $td£ 16 $/td£  $td£ 1.46% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sigrist $/td£ $td£ 15 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 12 $/td£  $td£ 1.1% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schmid $/td£ $td£ 11 $/td£  $td£ 1.01% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Spühler $/td£ $td£ 11 $/td£  $td£ 1.01% $/td£ $/tr£¢ $/table£"
"47",62,"Kloten",116,0.55,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 116 $/td£  $td£ 0.55% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 110 $/td£  $td£ 0.52% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 67 $/td£  $td£ 0.32% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brunner $/td£ $td£ 56 $/td£  $td£ 0.27% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 56 $/td£  $td£ 0.27% $/td£ $/tr£¢ $/table£"
"48",63,"Lufingen",28,1.01,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 28 $/td£  $td£ 1.01% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 27 $/td£  $td£ 0.98% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Krebser $/td£ $td£ 23 $/td£  $td£ 0.83% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Idrizi $/td£ $td£ 19 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lüthi $/td£ $td£ 15 $/td£  $td£ 0.54% $/td£ $/tr£¢ $/table£"
"49",64,"Nürensdorf",64,1.12,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 64 $/td£  $td£ 1.12% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 53 $/td£  $td£ 0.93% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brunner $/td£ $td£ 41 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 36 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Baumgartner $/td£ $td£ 32 $/td£  $td£ 0.56% $/td£ $/tr£¢ $/table£"
"50",65,"Oberembrach",30,2.75,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brunner $/td£ $td£ 30 $/td£  $td£ 2.75% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 29 $/td£  $td£ 2.66% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bosshard $/td£ $td£ 15 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Huber $/td£ $td£ 15 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Burri $/td£ $td£ 11 $/td£  $td£ 1.01% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Leisi $/td£ $td£ 11 $/td£  $td£ 1.01% $/td£ $/tr£¢ $/table£"
"51",66,"Opfikon",93,0.44,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Krasniqi $/td£ $td£ 93 $/td£  $td£ 0.44% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 77 $/td£  $td£ 0.36% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bajrami $/td£ $td£ 71 $/td£  $td£ 0.33% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gashi $/td£ $td£ 63 $/td£  $td£ 0.3% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Shala $/td£ $td£ 58 $/td£  $td£ 0.27% $/td£ $/tr£¢ $/table£"
"52",67,"Rafz",98,2.1,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Neukom $/td£ $td£ 98 $/td£  $td£ 2.1% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schweizer $/td£ $td£ 95 $/td£  $td£ 2.03% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sigrist $/td£ $td£ 82 $/td£  $td£ 1.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Baur $/td£ $td£ 63 $/td£  $td£ 1.35% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Graf $/td£ $td£ 60 $/td£  $td£ 1.28% $/td£ $/tr£¢ $/table£"
"53",68,"Rorbas",34,1.17,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 34 $/td£  $td£ 1.17% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 26 $/td£  $td£ 0.89% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keller $/td£ $td£ 21 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schneider $/td£ $td£ 21 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Shabani $/td£ $td£ 19 $/td£  $td£ 0.65% $/td£ $/tr£¢ $/table£"
"54",69,"Wallisellen",119,0.69,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 119 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 92 $/td£  $td£ 0.53% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keller $/td£ $td£ 64 $/td£  $td£ 0.37% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Huber $/td£ $td£ 57 $/td£  $td£ 0.33% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schmid $/td£ $td£ 56 $/td£  $td£ 0.32% $/td£ $/tr£¢ $/table£"
"55",70,"Wasterkingen",45,7.67,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Spühler $/td£ $td£ 45 $/td£  $td£ 7.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 11 $/td£  $td£ 1.87% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bernarda $/td£ $td£ 9 $/td£  $td£ 1.53% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brandenberger $/td£ $td£ 7 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Huwiler $/td£ $td£ 7 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Reimann $/td£ $td£ 7 $/td£  $td£ 1.19% $/td£ $/tr£¢ $/table£"
"56",71,"Wil ZH",68,4.35,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Angst $/td£ $td£ 68 $/td£  $td£ 4.35% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rüeger $/td£ $td£ 43 $/td£  $td£ 2.75% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Heller $/td£ $td£ 38 $/td£  $td£ 2.43% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 36 $/td£  $td£ 2.3% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Siegrist $/td£ $td£ 28 $/td£  $td£ 1.79% $/td£ $/tr£¢ $/table£"
"57",72,"Winkel",77,1.59,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 77 $/td£  $td£ 1.59% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schellenberg $/td£ $td£ 48 $/td£  $td£ 0.99% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 28 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 24 $/td£  $td£ 0.49% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Frei $/td£ $td£ 22 $/td£  $td£ 0.45% $/td£ $/tr£¢ $/table£"
"58",81,"Bachs",17,2.67,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 17 $/td£  $td£ 2.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schütz $/td£ $td£ 13 $/td£  $td£ 2.04% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Lang $/td£ $td£ 12 $/td£  $td£ 1.89% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wirth $/td£ $td£ 12 $/td£  $td£ 1.89% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ruder $/td£ $td£ 11 $/td£  $td£ 1.73% $/td£ $/tr£¢ $/table£"
"59",82,"Boppelsen",26,1.79,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Mäder $/td£ $td£ 26 $/td£  $td£ 1.79% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 22 $/td£  $td£ 1.51% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gassmann $/td£ $td£ 21 $/td£  $td£ 1.44% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schlatter $/td£ $td£ 17 $/td£  $td£ 1.17% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 16 $/td£  $td£ 1.1% $/td£ $/tr£¢ $/table£"
"60",83,"Buchs ZH",76,1.15,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 76 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 48 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 44 $/td£  $td£ 0.66% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 33 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Berisha $/td£ $td£ 26 $/td£  $td£ 0.39% $/td£ $/tr£¢ $/table£"
